Дата,Продукт,Минимальная цена,Средняя цена
05-02-2025,🥚 Яйцо 10шт,90.0,200.0
12-02-2025,🥚 Яйцо 10шт,80.0,100.0
19-02-2025,🥚 Яйцо 10шт,90.0,200.0
26-02-2025,🥚 Яйцо 10шт,80.0,100.0
04-03-2025,🥚 Яйцо 10шт,71.99,134.01479166666667
05-03-2025,🥚 Яйцо 10шт,70.99,136.75185897435898
06-03-2025,🥚 Яйцо 10шт,72.99,136.79032051282053
